Fonte; Local; Sexo; Faixa etária; Raça; Carteira assinada; Serviço População Ativa; Pessoas ocupadas; Força de trabalho; Taxa de desemprego; Nível da ocupação; Participação; Renda habitual; Escolaridade 
PNADC_022022 ;  ;  ;  ; Amarela ; Não ; Trabalhador doméstico ; 18505.6415681 ; 18505.6415681 ; 18505.6415681 ; 0 ; 100 ; 100 ; 785.486932329203 ; 9.04250819907942 
PNADC_022022 ;  ;  ;  ; Amarela ; Não ;  ; 125959.63816097 ; 125959.63816097 ; 125959.63816097 ; 0 ; 100 ; 100 ; 2347.05459338946 ; 12.0608381575569 
PNADC_022022 ;  ;  ;  ; Amarela ;  ; Trabalhador doméstico ; 28090.49302639 ; 28090.49302639 ; 28090.49302639 ; 0 ; 100 ; 100 ; 1044.84782489987 ; 9.50521400783463 
PNADC_022022 ;  ;  ;  ; Amarela ;  ;  ; 1307329.60945631 ; 748545.05031532 ; 809051.68218214 ; 7.47871034686239 ; 57.2575611307866 ; 61.8858225446762 ; 3964.46240820495 ; 11.7383770181057 
PNADC_022022 ;  ;  ;  ; Branca ; Sim ; Trabalhador doméstico ; 527747.43822595 ; 527747.43822595 ; 527747.43822595 ; 0 ; 100 ; 100 ; 1602.67345230009 ; 9.07437599117526 
PNADC_022022 ;  ;  ;  ; Branca ; Sim ;  ; 18034515.8367458 ; 18034515.8367458 ; 18034515.8367458 ; 0 ; 100 ; 100 ; 3205.33626414751 ; 12.4890738991321 
PNADC_022022 ;  ;  ;  ; Branca ; Não ; Trabalhador doméstico ; 1362495.42891181 ; 1362495.42891181 ; 1362495.42891181 ; 0 ; 100 ; 100 ; 1044.35422034412 ; 8.95985941088845 
PNADC_022022 ;  ;  ;  ; Branca ; Não ;  ; 7197733.01641244 ; 7197733.01641244 ; 7197733.01641244 ; 0 ; 100 ; 100 ; 2418.55781904146 ; 11.3823185024816 
PNADC_022022 ;  ;  ;  ; Branca ;  ; Trabalhador doméstico ; 1890242.86713776 ; 1890242.86713776 ; 1890242.86713776 ; 0 ; 100 ; 100 ; 1200.88906777022 ; 8.99217799110618 
PNADC_022022 ;  ;  ;  ; Branca ;  ;  ; 74846017.5453822 ; 43817626.0796539 ; 47276100.8213777 ; 7.31548220271157 ; 58.5436974693883 ; 63.1644840591716 ; 3464.39150174259 ; 11.1904326891169 
PNADC_022022 ;  ;  ;  ; Indígena ; Sim ; Trabalhador doméstico ; 7794.28576395 ; 7794.28576395 ; 7794.28576395 ; 0 ; 100 ; 100 ; 1243.69665774328 ; 10.2819595141972 
PNADC_022022 ;  ;  ;  ; Indígena ; Sim ;  ; 123114.40599083 ; 123114.40599083 ; 123114.40599083 ; 0 ; 100 ; 100 ; 2106.7738601969 ; 11.402401321056 
PNADC_022022 ;  ;  ;  ; Indígena ; Não ; Trabalhador doméstico ; 19359.07517 ; 19359.07517 ; 19359.07517 ; 0 ; 100 ; 100 ; 819.102352364106 ; 9.57075856448855 
PNADC_022022 ;  ;  ;  ; Indígena ; Não ;  ; 86388.86010104 ; 86388.86010104 ; 86388.86010104 ; 0 ; 100 ; 100 ; 1636.01970314199 ; 10.3750747175171 
PNADC_022022 ;  ;  ;  ; Indígena ;  ; Trabalhador doméstico ; 27153.36093395 ; 27153.36093395 ; 27153.36093395 ; 0 ; 100 ; 100 ; 940.980795254517 ; 9.77866728243765 
PNADC_022022 ;  ;  ;  ; Indígena ;  ;  ; 686143.05419929 ; 362927.18248558 ; 402350.85944607 ; 9.79833298101213 ; 52.8938069495006 ; 58.6395004632966 ; 2064.12277395189 ; 9.93054580280604 
PNADC_022022 ;  ;  ;  ; Parda ; Sim ; Trabalhador doméstico ; 686798.88625792 ; 686798.88625792 ; 686798.88625792 ; 0 ; 100 ; 100 ; 1511.04088026405 ; 8.93940293051773 
PNADC_022022 ;  ;  ;  ; Parda ; Sim ;  ; 15567676.0391284 ; 15567676.0391284 ; 15567676.0391284 ; 0 ; 100 ; 100 ; 2174.68276996381 ; 11.373607137493 
PNADC_022022 ;  ;  ;  ; Parda ; Não ; Trabalhador doméstico ; 2375768.58895866 ; 2375768.58895866 ; 2375768.58895866 ; 0 ; 100 ; 100 ; 862.065115676808 ; 8.75760486686957 
PNADC_022022 ;  ;  ;  ; Parda ; Não ;  ; 10247689.9961464 ; 10247689.9961464 ; 10247689.9961464 ; 0 ; 100 ; 100 ; 1354.84300982304 ; 9.99367394650503 
PNADC_022022 ;  ;  ;  ; Parda ;  ; Trabalhador doméstico ; 3062567.47521658 ; 3062567.47521658 ; 3062567.47521658 ; 0 ; 100 ; 100 ; 1007.97909307076 ; 8.79879988024668 
PNADC_022022 ;  ;  ;  ; Parda ;  ;  ; 77435941.4625661 ; 42364987.4552932 ; 47491927.187289 ; 10.7953920500576 ; 54.7097209062451 ; 61.3305995772614 ; 2066.68548845957 ; 9.95812725172038 
PNADC_022022 ;  ;  ;  ; Preta ; Sim ; Trabalhador doméstico ; 238550.10999268 ; 238550.10999268 ; 238550.10999268 ; 0 ; 100 ; 100 ; 1494.78846330382 ; 8.57609418411745 
PNADC_022022 ;  ;  ;  ; Preta ; Sim ;  ; 4518605.25339874 ; 4518605.25339874 ; 4518605.25339874 ; 0 ; 100 ; 100 ; 2154.82936555125 ; 11.3865124480853 
PNADC_022022 ;  ;  ;  ; Preta ; Não ; Trabalhador doméstico ; 608228.66179441 ; 608228.66179441 ; 608228.66179441 ; 0 ; 100 ; 100 ; 964.491566704851 ; 8.70582023063267 
PNADC_022022 ;  ;  ;  ; Preta ; Não ;  ; 2502201.3490486 ; 2502201.3490486 ; 2502201.3490486 ; 0 ; 100 ; 100 ; 1374.07923085295 ; 10.0574922522584 
PNADC_022022 ;  ;  ;  ; Preta ;  ; Trabalhador doméstico ; 846778.77178709 ; 846778.77178709 ; 846778.77178709 ; 0 ; 100 ; 100 ; 1114.17386756803 ; 8.66927119392465 
PNADC_022022 ;  ;  ;  ; Preta ;  ;  ; 18756003.8189579 ; 10951014.1054058 ; 12345314.220464 ; 11.294164653557 ; 58.386712921955 ; 65.8205998443328 ; 2048.60603073852 ; 10.167231213425 
PNADC_022022 ;  ;  ;  ; Negra ; Sim ; Trabalhador doméstico ; 925348.9962506 ; 925348.9962506 ; 925348.9962506 ; 0 ; 100 ; 100 ; 1506.85109255237 ; 8.84700011017799 
PNADC_022022 ;  ;  ;  ; Negra ; Sim ;  ; 20086281.2925271 ; 20086281.2925271 ; 20086281.2925271 ; 0 ; 100 ; 100 ; 2170.21655264016 ; 11.3765023693293 
PNADC_022022 ;  ;  ;  ; Negra ; Não ; Trabalhador doméstico ; 2983997.25075307 ; 2983997.25075307 ; 2983997.25075307 ; 0 ; 100 ; 100 ; 882.953352745559 ; 8.74709042979474 
PNADC_022022 ;  ;  ;  ; Negra ; Não ;  ; 12749891.345195 ; 12749891.345195 ; 12749891.345195 ; 0 ; 100 ; 100 ; 1358.62160650501 ; 10.0061256834971 
PNADC_022022 ;  ;  ;  ; Negra ;  ; Trabalhador doméstico ; 3909346.24700367 ; 3909346.24700367 ; 3909346.24700367 ; 0 ; 100 ; 100 ; 1030.99300765581 ; 8.770915730585 
PNADC_022022 ;  ;  ;  ; Negra ;  ;  ; 96191945.2815239 ; 53316001.5606991 ; 59837241.407753 ; 10.8982962677303 ; 55.4266798583392 ; 62.2060830900425 ; 2062.94409260237 ; 9.99879745305454 
PNADC_022022 ;  ;  ;  ; Não Negra ; Sim ; Trabalhador doméstico ; 545126.57544819 ; 545126.57544819 ; 545126.57544819 ; 0 ; 100 ; 100 ; 1596.53725580258 ; 9.11434368013981 
PNADC_022022 ;  ;  ;  ; Não Negra ; Sim ;  ; 18464480.5635702 ; 18464480.5635702 ; 18464480.5635702 ; 0 ; 100 ; 100 ; 3210.39106131526 ; 12.4926459462627 
PNADC_022022 ;  ;  ;  ; Não Negra ; Não ; Trabalhador doméstico ; 1401080.04848077 ; 1401080.04848077 ; 1401080.04848077 ; 0 ; 100 ; 100 ; 1037.50115343162 ; 8.96864242968691 
PNADC_022022 ;  ;  ;  ; Não Negra ; Não ;  ; 7415967.86330694 ; 7415967.86330694 ; 7415967.86330694 ; 0 ; 100 ; 100 ; 2407.41633887141 ; 11.3790162865248 
PNADC_022022 ;  ;  ;  ; Não Negra ;  ; Trabalhador doméstico ; 1946206.62392896 ; 1946206.62392896 ; 1946206.62392896 ; 0 ; 100 ; 100 ; 1194.7495154933 ; 9.00989499212563 
PNADC_022022 ;  ;  ;  ; Não Negra ;  ;  ; 76875872.7693679 ; 44952975.2103608 ; 48511844.8722166 ; 7.33608394244756 ; 58.4747510382385 ; 63.1041224309153 ; 3461.65613885693 ; 11.1888928374745 
PNADC_022022 ;  ;  ;  ;  ; Sim ; Trabalhador doméstico ; 1470475.57169879 ; 1470475.57169879 ; 1470475.57169879 ; 0 ; 100 ; 100 ; 1540.09905122549 ; 8.94707688165443 
PNADC_022022 ;  ;  ;  ;  ; Sim ;  ; 38550761.8560973 ; 38550761.8560973 ; 38550761.8560973 ; 0 ; 100 ; 100 ; 2668.42413851994 ; 11.9127673293639 
PNADC_022022 ;  ;  ;  ;  ; Não ; Trabalhador doméstico ; 4385077.29923384 ; 4385077.29923384 ; 4385077.29923384 ; 0 ; 100 ; 100 ; 932.243231550474 ; 8.81837364312362 
PNADC_022022 ;  ;  ;  ;  ; Não ;  ; 20165859.208502 ; 20165859.208502 ; 20165859.208502 ; 0 ; 100 ; 100 ; 1743.8894065188 ; 10.5164270839802 
PNADC_022022 ;  ;  ;  ;  ;  ; Trabalhador doméstico ; 5855552.87093263 ; 5855552.87093263 ; 5855552.87093263 ; 0 ; 100 ; 100 ; 1085.35586608474 ; 8.85099138161846 
PNADC_022022 ;  ;  ;  ;  ;  ;  ; 173067818.050892 ; 98268976.7710599 ; 108349086.27997 ; 9.30336365076776 ; 56.780618070867 ; 62.6049877442314 ; 2703.27265275239 ; 10.5358375518201 
PNADC_032022 ; Ceará ; Homem ;  ; Amarela ; Sim ; Trabalhador doméstico ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN ; NaN 
PNADC_032022 ; Ceará ; Homem ;  ; Amarela ; Sim ;  ; 1706.11753001 ; 1706.11753001 ; 1706.11753001 ; 0 ; 100 ; 100 ; 4390.93541316445 ; 12.8329744798013 
PNADC_032022 ; Ceará ; Homem ;  ; Amarela ; Não ; Trabalhador doméstico ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN ; NaN 
PNADC_032022 ; Ceará ; Homem ;  ; Amarela ; Não ;  ; 2262.38453441 ; 2262.38453441 ; 2262.38453441 ; 0 ; 100 ; 100 ; 740.191125945026 ; 10.0559736196314 
PNADC_032022 ; Ceará ; Homem ;  ; Amarela ;  ; Trabalhador doméstico ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN ; NaN 
PNADC_032022 ; Ceará ; Homem ;  ; Amarela ;  ;  ; 15403.54736443 ; 7358.65474668 ; 8140.56871018 ; 9.60515157279117 ; 47.7724680723394 ; 52.8486621788061 ; 2964.87507603867 ; 9.37687337691484 
PNADC_032022 ; Ceará ; Homem ;  ; Branca ; Sim ; Trabalhador doméstico ; 1114.54742795 ; 1114.54742795 ; 1114.54742795 ; 0 ; 100 ; 100 ; 1291.54613474577 ; 11.258206576816 
PNADC_032022 ; Ceará ; Homem ;  ; Branca ; Sim ;  ; 155448.03046417 ; 155448.03046417 ; 155448.03046417 ; 0 ; 100 ; 100 ; 2799.92936806606 ; 11.8920776037512 
PNADC_032022 ; Ceará ; Homem ;  ; Branca ; Não ; Trabalhador doméstico ; 3671.7217387 ; 3671.7217387 ; 3671.7217387 ; 0 ; 100 ; 100 ; 737.385113046635 ; 8.79357858558762 
PNADC_032022 ; Ceará ; Homem ;  ; Branca ; Não ;  ; 132147.9387769 ; 132147.9387769 ; 132147.9387769 ; 0 ; 100 ; 100 ; 1301.22278569668 ; 10.6897534875762 
PNADC_032022 ; Ceará ; Homem ;  ; Branca ;  ; Trabalhador doméstico ; 4786.26916665 ; 4786.26916665 ; 4786.26916665 ; 0 ; 100 ; 100 ; 866.428992506763 ; 9.38961902109465 
PNADC_032022 ; Ceará ; Homem ;  ; Branca ;  ;  ; 953933.24266831 ; 551819.71689939 ; 591159.29877673 ; 6.65464993255529 ; 57.846785520951 ; 61.9707199974664 ; 2723.66243832875 ; 10.4116805374528 
PNADC_032022 ; Ceará ; Homem ;  ; Indígena ; Sim ; Trabalhador doméstico ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN ; NaN 
PNADC_032022 ; Ceará ; Homem ;  ; Indígena ; Sim ;  ; 2254.86187324 ; 2254.86187324 ; 2254.86187324 ; 0 ; 100 ; 100 ; 1331.79448902323 ; 11.6652171606878 
PNADC_032022 ; Ceará ; Homem ;  ; Indígena ; Não ; Trabalhador doméstico ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN ; NaN 
PNADC_032022 ; Ceará ; Homem ;  ; Indígena ; Não ;  ; 3909.78185495 ; 3909.78185495 ; 3909.78185495 ; 0 ; 100 ; 100 ; 1031.55206462481 ; 11.3506968587094 
PNADC_032022 ; Ceará ; Homem ;  ; Indígena ;  ; Trabalhador doméstico ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN ; NaN 
PNADC_032022 ; Ceará ; Homem ;  ; Indígena ;  ;  ; 21066.21705333 ; 11931.45543395 ; 12514.36126336 ; 4.65789517453563 ; 56.6378643291533 ; 59.4048814349505 ; 1671.3218662866 ; 10.05359531898 
PNADC_032022 ; Ceará ; Homem ;  ; Parda ; Sim ; Trabalhador doméstico ; 2754.08286192 ; 2754.08286192 ; 2754.08286192 ; 0 ; 100 ; 100 ; 1368.51804060319 ; 7.92539522689351 
PNADC_032022 ; Ceará ; Homem ;  ; Parda ; Sim ;  ; 408021.55451955 ; 408021.55451955 ; 408021.55451955 ; 0 ; 100 ; 100 ; 2111.43018835079 ; 11.3218711129631 
PNADC_032022 ; Ceará ; Homem ;  ; Parda ; Não ; Trabalhador doméstico ; 13587.85068907 ; 13587.85068907 ; 13587.85068907 ; 0 ; 100 ; 100 ; 893.909036421765 ; 7.84540544835057 
PNADC_032022 ; Ceará ; Homem ;  ; Parda ; Não ;  ; 412560.03606903 ; 412560.03606903 ; 412560.03606903 ; 0 ; 100 ; 100 ; 1024.48575278609 ; 9.41165928477073 
PNADC_032022 ; Ceará ; Homem ;  ; Parda ;  ; Trabalhador doméstico ; 16341.93355099 ; 16341.93355099 ; 16341.93355099 ; 0 ; 100 ; 100 ; 973.894218129336 ; 7.85984069654668 
PNADC_032022 ; Ceará ; Homem ;  ; Parda ;  ;  ; 2339164.00101491 ; 1373473.29946287 ; 1504384.53450371 ; 8.70197958290145 ; 58.716417440887 ; 64.3129140945651 ; 1804.30215431621 ; 9.55540913895748 
PNADC_032022 ; Ceará ; Homem ;  ; Preta ; Sim ; Trabalhador doméstico ; 799.32394188 ; 799.32394188 ; 799.32394188 ; 0 ; 100 ; 100 ; 1761.3202314904 ; 7.5198247045406 
PNADC_032022 ; Ceará ; Homem ;  ; Preta ; Sim ;  ; 70281.10861906 ; 70281.10861906 ; 70281.10861906 ; 0 ; 100 ; 100 ; 3113.08074690113 ; 11.4611534755789 
PNADC_032022 ; Ceará ; Homem ;  ; Preta ; Não ; Trabalhador doméstico ; 1311.14840862 ; 1311.14840862 ; 1311.14840862 ; 0 ; 100 ; 100 ; 682.510684228932 ; 6.45294053614042 
PNADC_032022 ; Ceará ; Homem ;  ; Preta ; Não ;  ; 46530.55293675 ; 46530.55293675 ; 46530.55293675 ; 0 ; 100 ; 100 ; 1195.77558390979 ; 9.04914047018082 
PNADC_032022 ; Ceará ; Homem ;  ; Preta ;  ; Trabalhador doméstico ; 2110.4723505 ; 2110.4723505 ; 2110.4723505 ; 0 ; 100 ; 100 ; 1091.10087478534 ; 6.85701408811705 
PNADC_032022 ; Ceará ; Homem ;  ; Preta ;  ;  ; 295448.84350841 ; 186837.67461853 ; 199866.22739716 ; 6.51863646414889 ; 63.2385872287944 ; 67.6483363494604 ; 2056.3623414333 ; 9.56238357247688 
PNADC_032022 ; Ceará ; Homem ;  ; Negra ; Sim ; Trabalhador doméstico ; 3553.4068038 ; 3553.4068038 ; 3553.4068038 ; 0 ; 100 ; 100 ; 1456.87724430126 ; 7.83416384063884 
PNADC_032022 ; Ceará ; Homem ;  ; Negra ; Sim ;  ; 478302.66313861 ; 478302.66313861 ; 478302.66313861 ; 0 ; 100 ; 100 ; 2258.61128753572 ; 11.3426190956528 
PNADC_032022 ; Ceará ; Homem ;  ; Negra ; Não ; Trabalhador doméstico ; 14898.99909769 ; 14898.99909769 ; 14898.99909769 ; 0 ; 100 ; 100 ; 875.305463708917 ; 7.71328070060882 
PNADC_032022 ; Ceará ; Homem ;  ; Negra ; Não ;  ; 459090.58900578 ; 459090.58900578 ; 459090.58900578 ; 0 ; 100 ; 100 ; 1041.85787806725 ; 9.37665428861898 
PNADC_032022 ; Ceará ; Homem ;  ; Negra ;  ; Trabalhador doméstico ; 18452.40590149 ; 18452.40590149 ; 18452.40590149 ; 0 ; 100 ; 100 ; 987.299592446788 ; 7.73800763631796 
PNADC_032022 ; Ceará ; Homem ;  ; Negra ;  ;  ; 2634612.84452332 ; 1560310.9740814 ; 1704250.76190087 ; 8.44592773770708 ; 59.2235393266561 ; 64.6869525988825 ; 1834.76611459462 ; 9.55616946151081 
PNADC_032022 ; Ceará ; Homem ;  ; Não Negra ; Sim ; Trabalhador doméstico ; 1114.54742795 ; 1114.54742795 ; 1114.54742795 ; 0 ; 100 ; 100 ; 1291.54613474577 ; 11.258206576816 
PNADC_032022 ; Ceará ; Homem ;  ; Não Negra ; Sim ;  ; 159409.00986742 ; 159409.00986742 ; 159409.00986742 ; 0 ; 100 ; 100 ; 2796.19057023945 ; 11.8990062293416 
PNADC_032022 ; Ceará ; Homem ;  ; Não Negra ; Não ; Trabalhador doméstico ; 3671.7217387 ; 3671.7217387 ; 3671.7217387 ; 0 ; 100 ; 100 ; 737.385113046635 ; 8.79357858558762 
PNADC_032022 ; Ceará ; Homem ;  ; Não Negra ; Não ;  ; 138320.10516626 ; 138320.10516626 ; 138320.10516626 ; 0 ; 100 ; 100 ; 1284.42390429327 ; 10.7024099780127 
PNADC_032022 ; Ceará ; Homem ;  ; Não Negra ;  ; Trabalhador doméstico ; 4786.26916665 ; 4786.26916665 ; 4786.26916665 ; 0 ; 100 ; 100 ; 866.428992506763 ; 9.38961902109465 
PNADC_032022 ; Ceará ; Homem ;  ; Não Negra ;  ;  ; 991405.07257972 ; 572111.89257367 ; 612816.29424392 ; 6.64218658227262 ; 57.7071782661941 ; 61.8129068725985 ; 2770.76193336367 ; 10.3966772551344 
PNADC_032022 ; Ceará ; Homem ;  ;  ; Sim ; Trabalhador doméstico ; 4667.95423175 ; 4667.95423175 ; 4667.95423175 ; 0 ; 100 ; 100 ; 1417.40184377958 ; 8.65170785142628 
PNADC_032022 ; Ceará ; Homem ;  ;  ; Sim ;  ; 637711.67300603 ; 637711.67300603 ; 637711.67300603 ; 0 ; 100 ; 100 ; 2392.99016878952 ; 11.4831981401139 
PNADC_032022 ; Ceará ; Homem ;  ;  ; Não ; Trabalhador doméstico ; 18570.72083639 ; 18570.72083639 ; 18570.72083639 ; 0 ; 100 ; 100 ; 848.036454918289 ; 7.93131482704212 
PNADC_032022 ; Ceará ; Homem ;  ;  ; Não ;  ; 597410.69417204 ; 597410.69417204 ; 597410.69417204 ; 0 ; 100 ; 100 ; 1098.04782679247 ; 9.69446490990664 
PNADC_032022 ; Ceará ; Homem ;  ;  ;  ; Trabalhador doméstico ; 23238.67506814 ; 23238.67506814 ; 23238.67506814 ; 0 ; 100 ; 100 ; 962.404919064975 ; 8.08430478721023 
PNADC_032022 ; Ceará ; Homem ;  ;  ;  ;  ; 3626017.91710304 ; 2132422.86665507 ; 2317067.05614479 ; 7.96887552304753 ; 58.8089445613865 ; 63.9011474602966 ; 2084.57376000765 ; 9.79161075619835 
PNADC_032022 ; Ceará ; Mulher ;  ; Amarela ; Sim ; Trabalhador doméstico ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN ; NaN 
PNADC_032022 ; Ceará ; Mulher ;  ; Amarela ; Sim ;  ; 2769.52320327 ; 2769.52320327 ; 2769.52320327 ; 0 ; 100 ; 100 ; 1677.82211488429 ; 12.6460264053421 
PNADC_032022 ; Ceará ; Mulher ;  ; Amarela ; Não ; Trabalhador doméstico ; 1725.15067811 ; 1725.15067811 ; 1725.15067811 ; 0 ; 100 ; 100 ; 318.212362277939 ; 8.85458948545015 
PNADC_032022 ; Ceará ; Mulher ;  ; Amarela ; Não ;  ; 3798.71527314 ; 3798.71527314 ; 3798.71527314 ; 0 ; 100 ; 100 ; 720.881254511211 ; 11.106884777891 
PNADC_032022 ; Ceará ; Mulher ;  ; Amarela ;  ; Trabalhador doméstico ; 1725.15067811 ; 1725.15067811 ; 1725.15067811 ; 0 ; 100 ; 100 ; 318.212362277939 ; 8.85458948545015 
PNADC_032022 ; Ceará ; Mulher ;  ; Amarela ;  ;  ; 22331.71599834 ; 11788.74407279 ; 12424.22182528 ; 5.11482941488514 ; 52.7892441121242 ; 55.634872959174 ; 1831.42403253253 ; 10.010404545035 
PNADC_032022 ; Ceará ; Mulher ;  ; Branca ; Sim ; Trabalhador doméstico ; 2121.04158135 ; 2121.04158135 ; 2121.04158135 ; 0 ; 100 ; 100 ; 1565.8945113538 ; 6.8362964912479 
PNADC_032022 ; Ceará ; Mulher ;  ; Branca ; Sim ;  ; 127085.07428799 ; 127085.07428799 ; 127085.07428799 ; 0 ; 100 ; 100 ; 2361.04735597635 ; 13.1357004507127 
PNADC_032022 ; Ceará ; Mulher ;  ; Branca ; Não ; Trabalhador doméstico ; 29545.39850512 ; 29545.39850512 ; 29545.39850512 ; 0 ; 100 ; 100 ; 619.432560351643 ; 8.91959229396376 
PNADC_032022 ; Ceará ; Mulher ;  ; Branca ; Não ;  ; 119723.49533474 ; 119723.49533474 ; 119723.49533474 ; 0 ; 100 ; 100 ; 1202.41752667832 ; 12.0736688893352 
PNADC_032022 ; Ceará ; Mulher ;  ; Branca ;  ; Trabalhador doméstico ; 31666.44008647 ; 31666.44008647 ; 31666.44008647 ; 0 ; 100 ; 100 ; 682.999366889071 ; 8.7941313712201 
PNADC_032022 ; Ceará ; Mulher ;  ; Branca ;  ;  ; 1079491.47781403 ; 441509.01158335 ; 476830.51146884 ; 7.40755866831693 ; 40.8997218280413 ; 44.1717717340781 ; 2329.95420240511 ; 10.8222207402915 
PNADC_032022 ; Ceará ; Mulher ;  ; Indígena ; Sim ; Trabalhador doméstico ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN ; NaN 
PNADC_032022 ; Ceará ; Mulher ;  ; Indígena ; Sim ;  ; 1263.62059346 ; 1263.62059346 ; 1263.62059346 ; 0 ; 100 ; 100 ; 1067.28038436271 ; 11.6757001447975 
PNADC_032022 ; Ceará ; Mulher ;  ; Indígena ; Não ; Trabalhador doméstico ; 2288.89973487 ; 2288.89973487 ; 2288.89973487 ; 0 ; 100 ; 100 ; 667.82632573814 ; 10.9528845594248 
PNADC_032022 ; Ceará ; Mulher ;  ; Indígena ; Não ;  ; 4904.91683498 ; 4904.91683498 ; 4904.91683498 ; 0 ; 100 ; 100 ; 658.014237030086 ; 11.1217146271092 
PNADC_032022 ; Ceará ; Mulher ;  ; Indígena ;  ; Trabalhador doméstico ; 2288.89973487 ; 2288.89973487 ; 2288.89973487 ; 0 ; 100 ; 100 ; 667.82632573814 ; 10.9528845594248 
PNADC_032022 ; Ceará ; Mulher ;  ; Indígena ;  ;  ; 24797.94072633 ; 11624.38182817 ; 12656.44055674 ; 8.15441532667249 ; 46.876399764225 ; 51.0382724776079 ; 1000.6400643844 ; 9.85244969623553 
PNADC_032022 ; Ceará ; Mulher ;  ; Parda ; Sim ; Trabalhador doméstico ; 14660.56229003 ; 14660.56229003 ; 14660.56229003 ; 0 ; 100 ; 100 ; 1375.15589571521 ; 8.67658379674817 
PNADC_032022 ; Ceará ; Mulher ;  ; Parda ; Sim ;  ; 234834.2150781 ; 234834.2150781 ; 234834.2150781 ; 0 ; 100 ; 100 ; 1791.09480934673 ; 12.4230297110135 
PNADC_032022 ; Ceará ; Mulher ;  ; Parda ; Não ; Trabalhador doméstico ; 129541.78733518 ; 129541.78733518 ; 129541.78733518 ; 0 ; 100 ; 100 ; 588.291647863949 ; 8.53708548707056 
PNADC_032022 ; Ceará ; Mulher ;  ; Parda ; Não ;  ; 326661.66565407 ; 326661.66565407 ; 326661.66565407 ; 0 ; 100 ; 100 ; 959.83450661188 ; 10.7612167837033 
PNADC_032022 ; Ceará ; Mulher ;  ; Parda ;  ; Trabalhador doméstico ; 144202.34962521 ; 144202.34962521 ; 144202.34962521 ; 0 ; 100 ; 100 ; 668.350964802986 ; 8.55134416035206 
PNADC_032022 ; Ceará ; Mulher ;  ; Parda ;  ;  ; 2499488.92840053 ; 945796.5899339 ; 1052658.10466833 ; 10.1515880854876 ; 37.8395990951291 ; 42.1149336853413 ; 1461.18444657946 ; 9.91534158849232 
PNADC_032022 ; Ceará ; Mulher ;  ; Preta ; Sim ; Trabalhador doméstico ; 2797.31335305 ; 2797.31335305 ; 2797.31335305 ; 0 ; 100 ; 100 ; 1319.01473299758 ; 10.7627932719062 
PNADC_032022 ; Ceará ; Mulher ;  ; Preta ; Sim ;  ; 31265.15933046 ; 31265.15933046 ; 31265.15933046 ; 0 ; 100 ; 100 ; 1441.82038368793 ; 12.3269811255864 
PNADC_032022 ; Ceará ; Mulher ;  ; Preta ; Não ; Trabalhador doméstico ; 16892.75424155 ; 16892.75424155 ; 16892.75424155 ; 0 ; 100 ; 100 ; 713.277675609636 ; 10.0576923315343 
PNADC_032022 ; Ceará ; Mulher ;  ; Preta ; Não ;  ; 38238.13928781 ; 38238.13928781 ; 38238.13928781 ; 0 ; 100 ; 100 ; 1169.12071435554 ; 11.3110134374397 
PNADC_032022 ; Ceará ; Mulher ;  ; Preta ;  ; Trabalhador doméstico ; 19690.0675946 ; 19690.0675946 ; 19690.0675946 ; 0 ; 100 ; 100 ; 799.333061195677 ; 10.1618634300306 
PNADC_032022 ; Ceará ; Mulher ;  ; Preta ;  ;  ; 281553.44182756 ; 118500.86446096 ; 133133.2409748 ; 10.990776162814 ; 42.0882315242791 ; 47.2852472023193 ; 1310.16735003295 ; 9.93203698767616 
PNADC_032022 ; Ceará ; Mulher ;  ; Negra ; Sim ; Trabalhador doméstico ; 17457.87564308 ; 17457.87564308 ; 17457.87564308 ; 0 ; 100 ; 100 ; 1366.16027520923 ; 9.02365292832895 
PNADC_032022 ; Ceará ; Mulher ;  ; Negra ; Sim ;  ; 266099.37440856 ; 266099.37440856 ; 266099.37440856 ; 0 ; 100 ; 100 ; 1750.05705571597 ; 12.4118614946552 
PNADC_032022 ; Ceará ; Mulher ;  ; Negra ; Não ; Trabalhador doméstico ; 146434.54157673 ; 146434.54157673 ; 146434.54157673 ; 0 ; 100 ; 100 ; 602.72100838284 ; 8.71329266752344 
PNADC_032022 ; Ceará ; Mulher ;  ; Negra ; Não ;  ; 364899.80494188 ; 364899.80494188 ; 364899.80494188 ; 0 ; 100 ; 100 ; 981.794154824553 ; 10.8187241237333 
PNADC_032022 ; Ceará ; Mulher ;  ; Negra ;  ; Trabalhador doméstico ; 163892.41721981 ; 163892.41721981 ; 163892.41721981 ; 0 ; 100 ; 100 ; 684.097824088674 ; 8.74672995533222 
