Fonte; Local; Sexo; Faixa etária; Raça; Carteira assinada; Posição na ocupação; Pessoas em idade ativa; Pessoas ocupadas; Força de trabalho; Taxa de desemprego; Nível da ocupação; Participação; Renda habitual; Escolaridade; Horas trabalhadas 
PNADC_022022 ; Ceará ; Mulher ;  ; Não Negra ; Sim ;  ; 129998.27347587 ; 129998.27347587 ; 129998.27347587 ; 0 ; 100 ; 100 ; 2031.0286862052 ; 13.1381718003172 ; 40.682376244745 ; 
PNADC_022022 ; Ceará ; Mulher ;  ; Não Negra ; Não ; Trabalhador doméstico ; 32697.7733262 ; 32697.7733262 ; 32697.7733262 ; 0 ; 100 ; 100 ; 601.778875605899 ; 8.18055011763064 ; 25.8311072034112 ; 
PNADC_022022 ; Ceará ; Mulher ;  ; Não Negra ; Não ;  ; 118667.84899756 ; 118667.84899756 ; 118667.84899756 ; 0 ; 100 ; 100 ; 1650.90499479423 ; 11.7427432032649 ; 31.4906900324334 ; 
PNADC_022022 ; Ceará ; Mulher ;  ; Não Negra ;  ; Trabalhador doméstico ; 38019.37931065 ; 38019.37931065 ; 38019.37931065 ; 0 ; 100 ; 100 ; 722.888789093065 ; 8.41468545968865 ; 27.1570935352426 ; 
PNADC_022022 ; Ceará ; Mulher ;  ; Não Negra ;  ;  ; 1157887.58086343 ; 457077.47533835 ; 508238.43181761 ; 10.0663297532013 ; 39.4751168328025 ; 43.8935903810817 ; 2357.68939746725 ; 10.8375721083278 ; 35.6429366239087 ; 
PNADC_022022 ; Ceará ; Mulher ;  ;  ; Sim ; Trabalhador doméstico ; 22348.53938345 ; 22348.53938345 ; 22348.53938345 ; 0 ; 100 ; 100 ; 1369.73523751749 ; 9.12876145831888 ; 38.983887235506 ; 
PNADC_022022 ; Ceará ; Mulher ;  ;  ; Sim ;  ; 398178.3393345 ; 398178.3393345 ; 398178.3393345 ; 0 ; 100 ; 100 ; 1735.04385188962 ; 12.5940238030227 ; 40.9274492733074 ; 
PNADC_022022 ; Ceará ; Mulher ;  ;  ; Não ; Trabalhador doméstico ; 175442.87214015 ; 175442.87214015 ; 175442.87214015 ; 0 ; 100 ; 100 ; 618.902894736615 ; 8.27478068975223 ; 27.3875187884812 ; 
PNADC_022022 ; Ceará ; Mulher ;  ;  ; Não ;  ; 469386.74172302 ; 469386.74172302 ; 469386.74172302 ; 0 ; 100 ; 100 ; 1144.33098368058 ; 11.0132738799287 ; 31.2903314422951 ; 
PNADC_022022 ; Ceará ; Mulher ;  ;  ;  ; Trabalhador doméstico ; 197791.4115236 ; 197791.4115236 ; 197791.4115236 ; 0 ; 100 ; 100 ; 703.942118378475 ; 8.37702681587274 ; 28.6977976066917 ; 
PNADC_022022 ; Ceará ; Mulher ;  ;  ;  ;  ; 3904421.66551107 ; 1503940.84950261 ; 1710755.65919797 ; 12.0890910740765 ; 38.5189146650673 ; 43.8158530445005 ; 1694.27980895924 ; 10.2021449676355 ; 34.7943674772978 ; 
PNADC_022022 ; Ceará ;  ;  ; Amarela ; Sim ; Trabalhador doméstico ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN ; NaN ; NaN ; 
PNADC_022022 ; Ceará ;  ;  ; Amarela ; Sim ;  ; 2769.80942798 ; 2769.80942798 ; 2769.80942798 ; 0 ; 100 ; 100 ; 1138.49228893826 ; 10.257315962918 ; 43.1842372466225 ; 
PNADC_022022 ; Ceará ;  ;  ; Amarela ; Não ; Trabalhador doméstico ; 1337.14780548 ; 1337.14780548 ; 1337.14780548 ; 0 ; 100 ; 100 ; 181.36389135958 ; 6.61246069190984 ; 13.3594459049405 ; 
PNADC_022022 ; Ceará ;  ;  ; Amarela ; Não ;  ; 3798.38080712 ; 3798.38080712 ; 3798.38080712 ; 0 ; 100 ; 100 ; 2392.91541459675 ; 9.89716745019935 ; 27.771774778499 ; 
PNADC_022022 ; Ceará ;  ;  ; Amarela ;  ; Trabalhador doméstico ; 1337.14780548 ; 1337.14780548 ; 1337.14780548 ; 0 ; 100 ; 100 ; 181.36389135958 ; 6.61246069190984 ; 13.3594459049405 ; 
PNADC_022022 ; Ceará ;  ;  ; Amarela ;  ;  ; 36822.30245321 ; 15751.0425494 ; 18435.08028442 ; 14.5594035589221 ; 42.7758219883583 ; 50.0649852296591 ; 1418.77557861038 ; 9.03084852089332 ; 35.9838500838213 ; 
PNADC_022022 ; Ceará ;  ;  ; Branca ; Sim ; Trabalhador doméstico ; 6289.51059221 ; 6289.51059221 ; 6289.51059221 ; 0 ; 100 ; 100 ; 1439.15052849547 ; 10.029817858552 ; 36.3208596714567 ; 
PNADC_022022 ; Ceará ;  ;  ; Branca ; Sim ;  ; 294845.76181343 ; 294845.76181343 ; 294845.76181343 ; 0 ; 100 ; 100 ; 2312.00979151899 ; 12.5340601015017 ; 42.0823694396838 ; 
PNADC_022022 ; Ceará ;  ;  ; Branca ; Não ; Trabalhador doméstico ; 31274.20620643 ; 31274.20620643 ; 31274.20620643 ; 0 ; 100 ; 100 ; 618.4662588904 ; 8.11169985094486 ; 25.6565385125298 ; 
PNADC_022022 ; Ceará ;  ;  ; Branca ; Não ;  ; 249920.20420653 ; 249920.20420653 ; 249920.20420653 ; 0 ; 100 ; 100 ; 1594.79929477681 ; 11.1480446849105 ; 33.4046746158646 ; 
PNADC_022022 ; Ceará ;  ;  ; Branca ;  ; Trabalhador doméstico ; 37563.71679864 ; 37563.71679864 ; 37563.71679864 ; 0 ; 100 ; 100 ; 755.87817779636 ; 8.44177572293812 ; 27.4421275490819 ; 
PNADC_022022 ; Ceará ;  ;  ; Branca ;  ;  ; 2094543.5555618 ; 994338.73958162 ; 1101300.72636686 ; 9.71233235613153 ; 47.4728127252965 ; 52.5795094326157 ; 2460.35969930932 ; 10.6961627451737 ; 37.5341110487273 ; 
PNADC_022022 ; Ceará ;  ;  ; Indígena ; Sim ; Trabalhador doméstico ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN ; NaN ; NaN ; 
PNADC_022022 ; Ceará ;  ;  ; Indígena ; Sim ;  ; 4337.54145912 ; 4337.54145912 ; 4337.54145912 ; 0 ; 100 ; 100 ; 1441.02324127176 ; 12.2918243806059 ; 38.8274104033413 ; 
PNADC_022022 ; Ceará ;  ;  ; Indígena ; Não ; Trabalhador doméstico ; 1779.7824392 ; 1779.7824392 ; 1779.7824392 ; 0 ; 100 ; 100 ; 532.289962528903 ; 8.51002614911069 ; 34.6305847017372 ; 
PNADC_022022 ; Ceará ;  ;  ; Indígena ; Não ;  ; 8450.91938985 ; 8450.91938985 ; 8450.91938985 ; 0 ; 100 ; 100 ; 733.51364954723 ; 10.8772229164154 ; 34.0172545186273 ; 
PNADC_022022 ; Ceará ;  ;  ; Indígena ;  ; Trabalhador doméstico ; 1779.7824392 ; 1779.7824392 ; 1779.7824392 ; 0 ; 100 ; 100 ; 532.289962528903 ; 8.51002614911069 ; 34.6305847017372 ; 
PNADC_022022 ; Ceará ;  ;  ; Indígena ;  ;  ; 45590.08144202 ; 20367.1744286 ; 23636.44885993 ; 13.8314957999985 ; 44.6745734694559 ; 51.8455947265417 ; 967.457485044067 ; 8.88271627430965 ; 35.3777704914107 ; 
PNADC_022022 ; Ceará ;  ;  ; Parda ; Sim ; Trabalhador doméstico ; 17724.49907379 ; 17724.49907379 ; 17724.49907379 ; 0 ; 100 ; 100 ; 1342.21452692656 ; 8.54190816692774 ; 39.3456818057533 ; 
PNADC_022022 ; Ceará ;  ;  ; Parda ; Sim ;  ; 629968.82403463 ; 629968.82403463 ; 629968.82403463 ; 0 ; 100 ; 100 ; 1768.96398613104 ; 11.6752960735043 ; 42.0291664604072 ; 
PNADC_022022 ; Ceará ;  ;  ; Parda ; Não ; Trabalhador doméstico ; 137547.46271623 ; 137547.46271623 ; 137547.46271623 ; 0 ; 100 ; 100 ; 617.582366231032 ; 8.13741072280372 ; 27.9087241905045 ; 
PNADC_022022 ; Ceará ;  ;  ; Parda ; Não ;  ; 740363.55920307 ; 740363.55920307 ; 740363.55920307 ; 0 ; 100 ; 100 ; 1056.08515016736 ; 9.98403583071581 ; 33.2969293521446 ; 
PNADC_022022 ; Ceará ;  ;  ; Parda ;  ; Trabalhador doméstico ; 155271.96179002 ; 155271.96179002 ; 155271.96179002 ; 0 ; 100 ; 100 ; 700.551561660467 ; 8.18702466142478 ; 29.2142679752387 ; 
PNADC_022022 ; Ceará ;  ;  ; Parda ;  ;  ; 4840440.35541223 ; 2272989.53642669 ; 2545486.12253411 ; 10.7050902259935 ; 46.9583213412639 ; 52.5879039019236 ; 1574.78647511038 ; 9.72825974018523 ; 36.6260382134547 ; 
PNADC_022022 ; Ceará ;  ;  ; Preta ; Sim ; Trabalhador doméstico ; 3166.41989305 ; 3166.41989305 ; 3166.41989305 ; 0 ; 100 ; 100 ; 1258.13646252092 ; 8.64488983219566 ; 42.9185683913381 ; 
PNADC_022022 ; Ceará ;  ;  ; Preta ; Sim ;  ; 86473.41540868 ; 86473.41540868 ; 86473.41540868 ; 0 ; 100 ; 100 ; 1771.09794902845 ; 11.6388590089883 ; 42.4571390985176 ; 
PNADC_022022 ; Ceará ;  ;  ; Preta ; Não ; Trabalhador doméstico ; 16682.26892832 ; 16682.26892832 ; 16682.26892832 ; 0 ; 100 ; 100 ; 805.425087067894 ; 9.06567655311605 ; 32.7307549861821 ; 
PNADC_022022 ; Ceará ;  ;  ; Preta ; Não ;  ; 77548.17837068 ; 77548.17837068 ; 77548.17837068 ; 0 ; 100 ; 100 ; 1153.8909062854 ; 10.3441504825274 ; 36.2050597539137 ; 
PNADC_022022 ; Ceará ;  ;  ; Preta ;  ; Trabalhador doméstico ; 19848.68882137 ; 19848.68882137 ; 19848.68882137 ; 0 ; 100 ; 100 ; 877.645187747851 ; 8.99413093242151 ; 34.3559955913971 ; 
PNADC_022022 ; Ceará ;  ;  ; Preta ;  ;  ; 522662.38454074 ; 268336.31937989 ; 295289.02671196 ; 9.12756821077575 ; 51.3402776470465 ; 56.4970878804352 ; 1540.93079749847 ; 9.72013455848538 ; 39.0990659077763 ; 
PNADC_022022 ; Ceará ;  ;  ; Negra ; Sim ; Trabalhador doméstico ; 20890.91896684 ; 20890.91896684 ; 20890.91896684 ; 0 ; 100 ; 100 ; 1329.47088189468 ; 8.55751701563571 ; 39.8872213702964 ; 
PNADC_022022 ; Ceará ;  ;  ; Negra ; Sim ;  ; 716442.23944331 ; 716442.23944331 ; 716442.23944331 ; 0 ; 100 ; 100 ; 1769.22155198902 ; 11.670916045301 ; 42.080822063164 ; 
PNADC_022022 ; Ceará ;  ;  ; Negra ; Não ; Trabalhador doméstico ; 154229.73164455 ; 154229.73164455 ; 154229.73164455 ; 0 ; 100 ; 100 ; 637.962576081574 ; 8.23828197011031 ; 28.4302994643273 ; 
PNADC_022022 ; Ceará ;  ;  ; Negra ; Não ;  ; 817911.73757375 ; 817911.73757375 ; 817911.73757375 ; 0 ; 100 ; 100 ; 1065.37311235651 ; 10.0178586362387 ; 33.5726561876471 ; 
PNADC_022022 ; Ceará ;  ;  ; Negra ;  ; Trabalhador doméstico ; 175120.65061139 ; 175120.65061139 ; 175120.65061139 ; 0 ; 100 ; 100 ; 720.677962088076 ; 8.27916443119223 ; 29.7970464830907 ; 
PNADC_022022 ; Ceará ;  ;  ; Negra ;  ;  ; 5363102.73995297 ; 2541325.85580658 ; 2840775.14924607 ; 10.5411121157886 ; 47.385365879246 ; 52.9688743063494 ; 1571.18107701234 ; 9.72749118104107 ; 36.8871629911775 ; 
PNADC_022022 ; Ceará ;  ;  ; Não Negra ; Sim ; Trabalhador doméstico ; 6289.51059221 ; 6289.51059221 ; 6289.51059221 ; 0 ; 100 ; 100 ; 1439.15052849547 ; 10.029817858552 ; 36.3208596714567 ; 
PNADC_022022 ; Ceará ;  ;  ; Não Negra ; Sim ;  ; 301953.11270053 ; 301953.11270053 ; 301953.11270053 ; 0 ; 100 ; 100 ; 2288.73346211896 ; 12.5094019974215 ; 42.0457195246395 ; 
PNADC_022022 ; Ceará ;  ;  ; Não Negra ; Não ; Trabalhador doméstico ; 34391.13645111 ; 34391.13645111 ; 34391.13645111 ; 0 ; 100 ; 100 ; 597.011732910941 ; 8.0728772106365 ; 25.6428378725823 ; 
PNADC_022022 ; Ceará ;  ;  ; Não Negra ; Não ;  ; 262169.5044035 ; 262169.5044035 ; 262169.5044035 ; 0 ; 100 ; 100 ; 1578.54922999824 ; 11.1203321529109 ; 33.3428099253489 ; 
PNADC_022022 ; Ceará ;  ;  ; Não Negra ;  ; Trabalhador doméstico ; 40680.64704332 ; 40680.64704332 ; 40680.64704332 ; 0 ; 100 ; 100 ; 727.212240029217 ; 8.38317179342208 ; 27.2937342100067 ; 
PNADC_022022 ; Ceará ;  ;  ; Não Negra ;  ;  ; 2176955.93945703 ; 1030456.95655962 ; 1143372.25551121 ; 9.87563747566228 ; 47.334764010733 ; 52.5216075708168 ; 2414.54457855119 ; 10.6354331783478 ; 37.4677940713473 ; 
PNADC_022022 ; Ceará ;  ;  ;  ; Sim ; Trabalhador doméstico ; 27180.42955905 ; 27180.42955905 ; 27180.42955905 ; 0 ; 100 ; 100 ; 1354.85058744888 ; 8.89820522022512 ; 39.0619706275966 ; 
PNADC_022022 ; Ceará ;  ;  ;  ; Sim ;  ; 1018395.35214384 ; 1018395.35214384 ; 1018395.35214384 ; 0 ; 100 ; 100 ; 1923.25626750349 ; 11.9209461009524 ; 42.0704141987242 ; 
PNADC_022022 ; Ceará ;  ;  ;  ; Não ; Trabalhador doméstico ; 188620.86809566 ; 188620.86809566 ; 188620.86809566 ; 0 ; 100 ; 100 ; 630.477355549813 ; 8.20684577047057 ; 27.9220631651215 ; 
PNADC_022022 ; Ceará ;  ;  ;  ; Não ;  ; 1080081.24197725 ; 1080081.24197725 ; 1080081.24197725 ; 0 ; 100 ; 100 ; 1189.79518033859 ; 10.2882451886726 ; 33.5168653097633 ; 
PNADC_022022 ; Ceará ;  ;  ;  ;  ; Trabalhador doméstico ; 215801.29765471 ; 215801.29765471 ; 215801.29765471 ; 0 ; 100 ; 100 ; 721.912429318635 ; 8.29950798676815 ; 29.3251477311959 ; 
PNADC_022022 ; Ceará ;  ;  ;  ;  ;  ; 7540058.67941 ; 3571782.8123662 ; 3984147.40475728 ; 10.350133930755 ; 47.3707561735539 ; 52.8397400359361 ; 1813.76697555311 ; 9.99375141839897 ; 37.0546746701307 ; 
PNADC_022022 ;  ; Homem ;  ; Amarela ; Sim ; Trabalhador doméstico ; 245.40878667 ; 245.40878667 ; 245.40878667 ; 0 ; 100 ; 100 ; 1245.71417184876 ; 12 ; 40 ; 
PNADC_022022 ;  ; Homem ;  ; Amarela ; Sim ;  ; 135853.06105411 ; 135853.06105411 ; 135853.06105411 ; 0 ; 100 ; 100 ; 4329.47018472786 ; 12.6936893719073 ; 42.6804459861174 ; 
PNADC_022022 ;  ; Homem ;  ; Amarela ; Não ; Trabalhador doméstico ; 1151.85118539 ; 1151.85118539 ; 1151.85118539 ; 0 ; 100 ; 100 ; 680.196323059914 ; 6.2033914531356 ; 43.853856390656 ; 
PNADC_022022 ;  ; Homem ;  ; Amarela ; Não ;  ; 56922.64747539 ; 56922.64747539 ; 56922.64747539 ; 0 ; 100 ; 100 ; 3033.94888081142 ; 12.2028463219501 ; 39.9951873674386 ; 
PNADC_022022 ;  ; Homem ;  ; Amarela ;  ; Trabalhador doméstico ; 1397.25997206 ; 1397.25997206 ; 1397.25997206 ; 0 ; 100 ; 100 ; 779.521467905286 ; 7.60212326702787 ; 43.1769814785114 ; 
PNADC_022022 ;  ; Homem ;  ; Amarela ;  ;  ; 547303.04474099 ; 359118.7174583 ; 391174.13018524 ; 8.19466581590152 ; 65.6160642461348 ; 71.4730411138791 ; 4524.68048653157 ; 11.6340820117094 ; 42.2190089676884 ; 
PNADC_022022 ;  ; Homem ;  ; Branca ; Sim ; Trabalhador doméstico ; 72728.4159868 ; 72728.4159868 ; 72728.4159868 ; 0 ; 100 ; 100 ; 1739.00306915657 ; 7.24778967458626 ; 45.5727620346951 ; 
PNADC_022022 ;  ; Homem ;  ; Branca ; Sim ;  ; 9999688.92494732 ; 9999688.92494732 ; 9999688.92494732 ; 0 ; 100 ; 100 ; 3541.23537562219 ; 12.0881612191196 ; 43.0041314544622 ; 
PNADC_022022 ;  ; Homem ;  ; Branca ; Não ; Trabalhador doméstico ; 103806.63972647 ; 103806.63972647 ; 103806.63972647 ; 0 ; 100 ; 100 ; 1217.66166719399 ; 8.15684961222773 ; 34.3869936025161 ; 
PNADC_022022 ;  ; Homem ;  ; Branca ; Não ;  ; 3506008.0658835 ; 3506008.0658835 ; 3506008.0658835 ; 0 ; 100 ; 100 ; 2920.01317272798 ; 11.1149399391952 ; 38.6095781431369 ; 
PNADC_022022 ;  ; Homem ;  ; Branca ;  ; Trabalhador doméstico ; 176535.05571327 ; 176535.05571327 ; 176535.05571327 ; 0 ; 100 ; 100 ; 1437.69908139826 ; 7.77406715263093 ; 38.9952750363683 ; 
PNADC_022022 ;  ; Homem ;  ; Branca ;  ;  ; 35498868.449282 ; 24261880.5219341 ; 25815142.786452 ; 6.01686489734651 ; 68.3455039041529 ; 72.72103003321 ; 3901.28653532751 ; 11.0399244386655 ; 41.7318362127965 ; 
PNADC_022022 ;  ; Homem ;  ; Indígena ; Sim ; Trabalhador doméstico ; 940.44579264 ; 940.44579264 ; 940.44579264 ; 0 ; 100 ; 100 ; 1550.45744140339 ; 8.16360332566552 ; 43.8995404993468 ; 
PNADC_022022 ;  ; Homem ;  ; Indígena ; Sim ;  ; 73743.93371224 ; 73743.93371224 ; 73743.93371224 ; 0 ; 100 ; 100 ; 2265.08143332886 ; 10.864320410939 ; 43.2467358002565 ; 
PNADC_022022 ;  ; Homem ;  ; Indígena ; Não ; Trabalhador doméstico ; 2255.71998262 ; 2255.71998262 ; 2255.71998262 ; 0 ; 100 ; 100 ; 1196.44118418961 ; 8.96881560240988 ; 43.6790262388158 ; 
PNADC_022022 ;  ; Homem ;  ; Indígena ; Não ;  ; 48368.79773852 ; 48368.79773852 ; 48368.79773852 ; 0 ; 100 ; 100 ; 1929.1290429507 ; 9.6928962962028 ; 38.9520826472868 ; 
PNADC_022022 ;  ; Homem ;  ; Indígena ;  ; Trabalhador doméstico ; 3196.16577526 ; 3196.16577526 ; 3196.16577526 ; 0 ; 100 ; 100 ; 1300.60758951187 ; 8.7990048425593 ; 43.7439107670648 ; 
PNADC_022022 ;  ; Homem ;  ; Indígena ;  ;  ; 324023.32315607 ; 212792.73508675 ; 231597.1718117 ; 8.11945870402897 ; 65.6720426832533 ; 71.4754634190787 ; 2248.46043292427 ; 9.70256606922011 ; 41.2857433546271 ; 
PNADC_022022 ;  ; Homem ;  ; Parda ; Sim ; Trabalhador doméstico ; 91577.82973353 ; 91577.82973353 ; 91577.82973353 ; 0 ; 100 ; 100 ; 1568.4631511098 ; 8.23391912256272 ; 43.5305693182881 ; 
PNADC_022022 ;  ; Homem ;  ; Parda ; Sim ;  ; 9353767.37502836 ; 9353767.37502836 ; 9353767.37502836 ; 0 ; 100 ; 100 ; 2341.65204159346 ; 10.9618603944059 ; 43.2543321818819 ; 
PNADC_022022 ;  ; Homem ;  ; Parda ; Não ; Trabalhador doméstico ; 166374.46082658 ; 166374.46082658 ; 166374.46082658 ; 0 ; 100 ; 100 ; 1186.47186575735 ; 7.35904744174869 ; 38.7686291169016 ; 
PNADC_022022 ;  ; Homem ;  ; Parda ; Não ;  ; 5276639.14686374 ; 5276639.14686374 ; 5276639.14686374 ; 0 ; 100 ; 100 ; 1506.99353818641 ; 9.43411143142758 ; 37.670825951913 ; 
PNADC_022022 ;  ; Homem ;  ; Parda ;  ; Trabalhador doméstico ; 257952.29056011 ; 257952.29056011 ; 257952.29056011 ; 0 ; 100 ; 100 ; 1322.82493179466 ; 7.67235846524729 ; 40.4592058821511 ; 
PNADC_022022 ;  ; Homem ;  ; Parda ;  ;  ; 37963294.4838836 ; 24900446.4917686 ; 27276868.9112688 ; 8.71222583219 ; 65.5908472388756 ; 71.8506369958183 ; 2250.6468578175 ; 9.70064952518045 ; 40.6002695301322 ; 
PNADC_022022 ;  ; Homem ;  ; Preta ; Sim ; Trabalhador doméstico ; 20079.29742121 ; 20079.29742121 ; 20079.29742121 ; 0 ; 100 ; 100 ; 1652.9594887609 ; 7.78956889772738 ; 43.8668139735539 ; 
PNADC_022022 ;  ; Homem ;  ; Preta ; Sim ;  ; 2666689.47255321 ; 2666689.47255321 ; 2666689.47255321 ; 0 ; 100 ; 100 ; 2332.4035736 ; 10.9427989307428 ; 43.4305610641826 ; 
PNADC_022022 ;  ; Homem ;  ; Preta ; Não ; Trabalhador doméstico ; 37974.61333567 ; 37974.61333567 ; 37974.61333567 ; 0 ; 100 ; 100 ; 1308.79468668344 ; 7.30069308442734 ; 37.4359885864043 ; 
PNADC_022022 ;  ; Homem ;  ; Preta ; Não ;  ; 1285995.96278349 ; 1285995.96278349 ; 1285995.96278349 ; 0 ; 100 ; 100 ; 1482.04153619417 ; 9.57425602182644 ; 38.6506339416631 ; 
PNADC_022022 ;  ; Homem ;  ; Preta ;  ; Trabalhador doméstico ; 58053.91075688 ; 58053.91075688 ; 58053.91075688 ; 0 ; 100 ; 100 ; 1427.83210092011 ; 7.4791883722466 ; 39.6602393548531 ; 
PNADC_022022 ;  ; Homem ;  ; Preta ;  ;  ; 9306641.97254595 ; 6422031.73557647 ; 7018307.76190309 ; 8.49600853304463 ; 69.0048220885803 ; 75.4118164490123 ; 2225.23744848846 ; 9.88949136324479 ; 41.2901630610047 ; 
PNADC_022022 ;  ; Homem ;  ; Negra ; Sim ; Trabalhador doméstico ; 111657.12715474 ; 111657.12715474 ; 111657.12715474 ; 0 ; 100 ; 100 ; 1583.65812466799 ; 8.15361214655393 ; 43.5910361833366 ; 
PNADC_022022 ;  ; Homem ;  ; Negra ; Sim ;  ; 12020456.8475816 ; 12020456.8475816 ; 12020456.8475816 ; 0 ; 100 ; 100 ; 2339.60030657639 ; 10.9576385547874 ; 43.2934278428165 ; 
PNADC_022022 ;  ; Homem ;  ; Negra ; Não ; Trabalhador doméstico ; 204349.07416225 ; 204349.07416225 ; 204349.07416225 ; 0 ; 100 ; 100 ; 1209.35997851433 ; 7.34876027575835 ; 38.5209817562833 ; 
PNADC_022022 ;  ; Homem ;  ; Negra ; Não ;  ; 6562635.10964723 ; 6562635.10964723 ; 6562635.10964723 ; 0 ; 100 ; 100 ; 1502.09394249543 ; 9.46135967150584 ; 37.8628264361802 ; 
PNADC_022022 ;  ; Homem ;  ; Negra ;  ; Trabalhador doméstico ; 316006.20131699 ; 316006.20131699 ; 316006.20131699 ; 0 ; 100 ; 100 ; 1342.20167161956 ; 7.63799662130375 ; 40.3124267009826 ; 
PNADC_022022 ;  ; Homem ;  ; Negra ;  ;  ; 47269936.4564296 ; 31322478.2273451 ; 34295176.6731719 ; 8.667978223749 ; 66.2630004933815 ; 72.5517723189304 ; 2245.40917225258 ; 9.73778154887137 ; 40.7417180489012 ; 
PNADC_022022 ;  ; Homem ;  ; Não Negra ; Sim ; Trabalhador doméstico ; 73914.27056611 ; 73914.27056611 ; 73914.27056611 ; 0 ; 100 ; 100 ; 1734.96630643373 ; 7.2717975078117 ; 45.5329702745941 ; 
PNADC_022022 ;  ; Homem ;  ; Não Negra ; Sim ;  ; 10211343.2181814 ; 10211343.2181814 ; 10211343.2181814 ; 0 ; 100 ; 100 ; 3542.99818873187 ; 12.0878578675417 ; 43.0012888260106 ; 
PNADC_022022 ;  ; Homem ;  ; Não Negra ; Não ; Trabalhador doméstico ; 107528.32152658 ; 107528.32152658 ; 107528.32152658 ; 0 ; 100 ; 100 ; 1211.18624850715 ; 8.14396863412814 ; 34.6646731738114 ; 
PNADC_022022 ;  ; Homem ;  ; Não Negra ; Não ;  ; 3616780.06753114 ; 3616780.06753114 ; 3616780.06753114 ; 0 ; 100 ; 100 ; 2906.49744405785 ; 11.1067073310609 ; 38.634565700582 ; 
PNADC_022022 ;  ; Homem ;  ; Não Negra ;  ; Trabalhador doméstico ; 181442.59209269 ; 181442.59209269 ; 181442.59209269 ; 0 ; 100 ; 100 ; 1430.02396996068 ; 7.78135944280395 ; 39.0920914730922 ; 
PNADC_022022 ;  ; Homem ;  ; Não Negra ;  ;  ; 36385411.574221 ; 24844094.8609926 ; 26448681.586267 ; 6.06679285710605 ; 68.2803733312573 ; 72.6903460534326 ; 3896.45158670811 ; 11.0369072370235 ; 41.7335254446671 ; 
PNADC_022022 ;  ; Homem ;  ;  ; Sim ; Trabalhador doméstico ; 185571.39772085 ; 185571.39772085 ; 185571.39772085 ; 0 ; 100 ; 100 ; 1643.92513792141 ; 7.79057818750475 ; 44.3645209100006 ; 
PNADC_022022 ;  ; Homem ;  ;  ; Sim ;  ; 22231800.0657629 ; 22231800.0657629 ; 22231800.0657629 ; 0 ; 100 ; 100 ; 2892.33597199137 ; 11.4786752281682 ; 43.1592447465668 ; 
PNADC_022022 ;  ; Homem ;  ;  ; Não ; Trabalhador doméstico ; 311877.39568883 ; 311877.39568883 ; 311877.39568883 ; 0 ; 100 ; 100 ; 1209.97478957024 ; 7.63147019856134 ; 37.1914131665306 ; 
PNADC_022022 ;  ; Homem ;  ;  ; Não ;  ; 10179415.1771784 ; 10179415.1771784 ; 10179415.1771784 ; 0 ; 100 ; 100 ; 2000.1440278568 ; 10.0545973456214 ; 38.1370279635015 ; 
PNADC_022022 ;  ; Homem ;  ;  ;  ; Trabalhador doméstico ; 497448.79340968 ; 497448.79340968 ; 497448.79340968 ; 0 ; 100 ; 100 ; 1373.8113079433 ; 7.69202967152451 ; 39.8673139780171 ; 
PNADC_022022 ;  ; Homem ;  ;  ;  ;  ; 83655348.0306506 ; 56166573.0883377 ; 60743858.2594388 ; 7.53538761326524 ; 67.1404451843996 ; 72.6120441662412 ; 2976.2131259761 ; 10.3135602903318 ; 41.1804230591835 ; 
PNADC_022022 ;  ; Mulher ;  ; Amarela ; Sim ; Trabalhador doméstico ; 9339.44267162 ; 9339.44267162 ; 9339.44267162 ; 0 ; 100 ; 100 ; 1553.4804612608 ; 10.3469385152729 ; 33.6081337858552 ; 
PNADC_022022 ;  ; Mulher ;  ; Amarela ; Sim ;  ; 159838.58800103 ; 159838.58800103 ; 159838.58800103 ; 0 ; 100 ; 100 ; 3726.0897565835 ; 13.5917092572507 ; 40.1764235688456 ; 
PNADC_022022 ;  ; Mulher ;  ; Amarela ; Não ; Trabalhador doméstico ; 17353.79038271 ; 17353.79038271 ; 17353.79038271 ; 0 ; 100 ; 100 ; 792.475556164264 ; 9.17025047270897 ; 31.8291234395752 ; 
PNADC_022022 ;  ; Mulher ;  ; Amarela ; Não ;  ; 69036.99068558 ; 69036.99068558 ; 69036.99068558 ; 0 ; 100 ; 100 ; 1779.31008504616 ; 11.9453114562959 ; 39.0135516606444 ; 
PNADC_022022 ;  ; Mulher ;  ; Amarela ;  ; Trabalhador doméstico ; 26693.23305433 ; 26693.23305433 ; 26693.23305433 ; 0 ; 100 ; 100 ; 1058.73635977336 ; 9.57888119686986 ; 32.4515645319481 ; 
PNADC_022022 ;  ; Mulher ;  ; Amarela ;  ;  ; 760026.56471532 ; 389426.33285702 ; 417877.5519969 ; 6.80850622483091 ; 51.2385159856729 ; 54.9819666044729 ; 3434.6304411829 ; 11.8131867072524 ; 38.0468251896317 ; 
PNADC_022022 ;  ; Mulher ;  ; Branca ; Sim ; Trabalhador doméstico ; 455019.02223915 ; 455019.02223915 ; 455019.02223915 ; 0 ; 100 ; 100 ; 1580.88307299404 ; 9.36389076437833 ; 40.7638119532463 ; 
